round_epochs,val_loss,val_acc,loss,acc,L1,L2,D1,D2,batch
5,0.0999226828681098,0.9721111111111111,0.06344061126879283,0.9811428571428571,200.0,10.0,0.2,0.1,64.0
5,0.09217194970448812,0.9731111111111111,0.044825318427312945,0.9861904761904762,500.0,10.0,0.3,0.1,64.0
5,0.6419284356964959,0.8116111111111111,0.6086974726404463,0.8172857142857143,200.0,2.0,0.2,0.1,64.0
5,0.5689291644096375,0.8231111111111111,0.512588980220613,0.8351190476190476,500.0,2.0,0.2,0.1,64.0
5,0.09463195270962185,0.9728333333333333,0.04154152844633375,0.9873571428571428,500.0,10.0,0.3,0.2,64.0
5,0.4969792948298984,0.8431666666666666,0.4684968449501764,0.8491428571428571,500.0,2.0,0.3,0.2,64.0
5,0.09323148250579834,0.9717222222222223,0.04168161627792177,0.9871666666666666,500.0,10.0,0.2,0.1,64.0
